,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0263628020702846,0.7450357106819561,0.14327609820806847,0.028655219641613692,0.0,0.057310439283227384,0.057310439283227384,0.14327609820806847,0.6017596124738875,0.08596565892484108,0.11462087856645477,0.11462087856645477
1,0.009024175516438228,0.3615454934470444,0.9255564632244336,0.014461819737881776,0.0,0.02892363947576355,0.0,0.07230909868940888,0.014461819737881776,0.02892363947576355,0.07230909868940888,0.0
2,0.013579655461999258,0.9741926744477728,0.07380247533695249,0.014760495067390498,0.0,0.029520990134780996,0.0,0.07380247533695249,0.17712594080868596,0.04428148520217149,0.07380247533695249,0.0
3,0.013326517986967447,0.6297145861973629,0.7029372124993818,0.014644525260403787,0.0,0.029289050520807575,0.029289050520807575,0.07322262630201894,0.3075350304684795,0.04393357578121136,0.07322262630201894,0.0
4,0.009441128714416703,0.06052005586164553,0.9683208937863285,0.015130013965411382,0.0,0.0,0.0,0.07565006982705691,0.21182019551575937,0.0,0.07565006982705691,0.04539004189623415
5,0.016145702854667973,0.31589418628698207,0.8599341737812289,0.017549677015943448,0.0,0.035099354031886895,0.0,0.08774838507971724,0.3685432173348124,0.05264903104783034,0.08774838507971724,0.07019870806377379
6,0.004208825383285044,0.9973086234305863,0.022874050996114365,0.004574810199222873,0.004574810199222873,0.0,0.0,0.022874050996114365,0.05947253258989735,0.013724430597668619,0.022874050996114365,0.004574810199222873
7,0.0330533579619056,0.39264248118894346,0.46403202322329684,0.03569477101717668,0.0,0.07138954203435335,0.07138954203435335,0.03569477101717668,0.7495901913607103,0.10708431305153003,0.1784738550858834,0.10708431305153003
8,0.02113177127744233,0.9680476227655146,0.023610917628427184,0.023610917628427184,0.0,0.04722183525685437,0.04722183525685437,0.11805458814213592,0.1416655057705631,0.09444367051370874,0.11805458814213592,0.0
9,0.016772554264044944,0.4986435051472821,0.8386277132022472,0.022665613870331006,0.0,0.04533122774066201,0.0,0.11332806935165503,0.04533122774066201,0.06799684161099302,0.11332806935165503,0.11332806935165503
10,0.005972894832473014,0.7848996414467744,0.6126045982023605,0.009571946846911882,0.0,0.019143893693823764,0.009571946846911882,0.04785973423455941,0.019143893693823764,0.028715840540735647,0.04785973423455941,0.04785973423455941
11,0.009231143577860743,0.22190248985242167,0.9467839567036659,0.01479349932349478,0.0,0.02958699864698956,0.0,0.0739674966174739,0.19231549120543212,0.10355449526446345,0.0,0.0
12,0.012169858992259955,0.992108070021192,0.0661405380014128,0.01322810760028256,0.0,0.02645621520056512,0.0,0.0661405380014128,0.039684322800847674,0.0,0.0661405380014128,0.0
13,0.004190242626028324,0.8998277434099287,0.42976847446444355,0.0067151324135069305,0.0,0.013430264827013861,0.013430264827013861,0.03357566206753465,0.053721059308055444,0.0067151324135069305,0.03357566206753465,0.0
14,0.009159264227294444,0.24953123696154733,0.9394117156199429,0.014678308056561607,0.014678308056561607,0.0,0.014678308056561607,0.07339154028280803,0.1908180047353009,0.044034924169684825,0.07339154028280803,0.07339154028280803
15,0.01179054441297775,0.7255719638755538,0.621918826179046,0.01295664221206346,0.0,0.02591328442412692,0.0,0.0647832110603173,0.27208948645333264,0.02591328442412692,0.0647832110603173,0.05182656884825384
16,0.01821346962139935,0.8851038152947848,0.2556966577518267,0.01966897367321744,0.01966897367321744,0.0,0.0,0.0983448683660872,0.3343725524446965,0.13768281571252208,0.0983448683660872,0.0
17,0.008552253377325769,0.28007379481300765,0.9502503752584188,0.010002635529035988,0.0,0.020005271058071976,0.0,0.050013177645179936,0.11002899081939586,0.03000790658710796,0.050013177645179936,0.0
18,0.010055586276184426,0.9551004885981622,0.054062291807443145,0.01802076393581438,0.01802076393581438,0.03604152787162876,0.0,0.0901038196790719,0.25229069510140134,0.054062291807443145,0.0901038196790719,0.0
19,0.03913562245856937,0.42263091207958287,0.5494201857034577,0.042263091207958285,0.042263091207958285,0.0,0.08452618241591657,0.21131545603979143,0.6339463681193743,0.12678927362387485,0.21131545603979143,0.0
20,0.006881676380142789,0.39108980521030057,0.9175568506857051,0.00752095779250578,0.0,0.01504191558501156,0.0,0.0376047889625289,0.0376047889625289,0.02256287337751734,0.0376047889625289,0.00752095779250578
21,0.00802252307085323,0.8894536448119884,0.4272865548606611,0.008720133772666554,0.0,0.017440267545333107,0.0,0.04360066886333276,0.1482422741353314,0.008720133772666554,0.04360066886333276,0.0
22,0.010270312497655728,0.8351682690401361,0.5417307691071154,0.011286057689731569,0.0,0.022572115379463138,0.022572115379463138,0.05643028844865785,0.011286057689731569,0.03385817306919471,0.05643028844865785,0.011286057689731569
23,0.011349653901830785,0.4713913761143777,0.8460870853334984,0.01208695836190712,0.01208695836190712,0.0,0.0,0.0604347918095356,0.22965220887623528,0.03626087508572136,0.0604347918095356,0.01208695836190712
24,0.030847381900633828,0.7582596668312226,0.0344663484923283,0.0344663484923283,0.0,0.0344663484923283,0.0689326969846566,0.17233174246164149,0.5514615758772528,0.24126443944629808,0.0689326969846566,0.1378653939693132
25,0.006269220308956351,0.9905910877788173,0.04070922278543085,0.006784870464238475,0.0,0.01356974092847695,0.006784870464238475,0.033924352321192376,0.11534279789205408,0.020354611392715424,0.033924352321192376,0.0271394818569539
26,0.007629789298147565,0.1351202355043843,0.9818737113318591,0.009008015700292285,0.009008015700292285,0.0,0.03603206280116914,0.045040078501461425,0.09008015700292285,0.06305610990204599,0.045040078501461425,0.0
27,0.008829116121029795,0.12391741924252345,0.981012902336644,0.01032645160354362,0.01032645160354362,0.0,0.01032645160354362,0.051632258017718105,0.11359096763897983,0.03097935481063086,0.051632258017718105,0.051632258017718105
28,0.013083041344680855,0.7758137724608594,0.49369967338418325,0.017632131192292257,0.017632131192292257,0.035264262384584515,0.0,0.08816065596146129,0.37027475503813745,0.035264262384584515,0.035264262384584515,0.07052852476916903
29,0.0043345215857496094,0.9988245393249099,0.023557182531247875,0.004711436506249575,0.0,0.00942287301249915,0.0,0.023557182531247875,0.023557182531247875,0.0,0.023557182531247875,0.0
30,0.011920092525225913,0.9587900509420842,0.06478311155014083,0.0,0.0,0.02591324462005633,0.02591324462005633,0.02591324462005633,0.2720890685105915,0.0,0.012956622310028166,0.012956622310028166
31,0.006387177720969608,0.49132136315150826,0.8555768565224541,0.008471057985370832,0.0,0.008471057985370832,0.0,0.04235528992685416,0.14400798575130416,0.05929740589759583,0.008471057985370832,0.016942115970741665
32,0.01386653588994024,0.9018885131668449,0.3945762245104946,0.01878934402430927,0.01878934402430927,0.0,0.0,0.09394672012154634,0.01878934402430927,0.05636803207292781,0.09394672012154634,0.09394672012154634
33,0.002097655102167171,0.9748717622251276,0.21514411304278677,0.0033616267662935433,0.0,0.006723253532587087,0.0,0.016808133831467717,0.05042440149440315,0.02016976059776126,0.0,0.006723253532587087
34,0.02924094328841878,0.6947092357939667,0.4105100029691621,0.03157769253608939,0.0,0.06315538507217879,0.06315538507217879,0.15788846268044698,0.5368207731135197,0.03157769253608939,0.15788846268044698,0.0
35,0.013291762255246642,0.700511794533269,0.6645881127623321,0.017961840885468434,0.0,0.017961840885468434,0.03592368177093687,0.08980920442734218,0.2155420906256212,0.0538855226564053,0.08980920442734218,0.0
36,0.008967250733275508,0.9941951899935889,0.04873505833301906,0.009747011666603812,0.0,0.019494023333207624,0.0,0.04873505833301906,0.058482069999622875,0.019494023333207624,0.04873505833301906,0.009747011666603812
37,0.011120502949074225,0.48555976667949224,0.8290044796966941,0.011842921138524202,0.0,0.023685842277048404,0.0,0.059214605692621006,0.24870134390900822,0.0710575268311452,0.059214605692621006,0.04737168455409681
38,0.006186062688424066,0.9973021019669013,0.013948281146390226,0.006974140573195113,0.0,0.013948281146390226,0.006974140573195113,0.034870702865975566,0.04881898401236579,0.006974140573195113,0.034870702865975566,0.0
39,0.023343828882184094,0.8684851782548761,0.05263546534878037,0.026317732674390186,0.0,0.026317732674390186,0.0,0.13158866337195094,0.44740145546463317,0.07895319802317055,0.13158866337195094,0.0
40,0.025449283190683004,0.7745434014555697,0.13831132168849458,0.027662264337698916,0.0,0.05532452867539783,0.0,0.13831132168849458,0.5809075510916772,0.027662264337698916,0.13831132168849458,0.0
41,0.00564871940189625,0.690465174520511,0.72022660445674,0.005952285987245785,0.0,0.01190457197449157,0.0,0.029761429936228927,0.03571371592347471,0.03571371592347471,0.029761429936228927,0.0
42,0.016572282677522907,0.9907342905040869,0.09006675368218972,0.018013350736437943,0.018013350736437943,0.036026701472875886,0.0,0.0,0.0,0.0,0.09006675368218972,0.0
43,0.007165208885679228,0.9725629789426099,0.16870990451045273,0.009924112030026631,0.0,0.019848224060053262,0.0,0.04962056015013316,0.13893756842037283,0.029772336090079895,0.04962056015013316,0.0
44,0.02852128473079927,0.9223301032348021,0.14189693895920033,0.03547423473980008,0.0,0.07094846947960017,0.07094846947960017,0.1773711736990004,0.10642270421940025,0.10642270421940025,0.1773711736990004,0.1773711736990004
